schade_id,address_id,omstandigheden,omstandigheden_code,aansprakelijkheid,aansprakelijkheid_percent,materiele_schade,lichamelijke_schade,getuigen,schade_verzekerde,schade_derde
112405151,,,339,1,0,0,0,0,0.00,0.00
112407913,,,0,,0,0,0,0,0.00,0.00
112485295,,"klant ontvangt zijn waterfactuur van duizenden euro's. Er moet ergens een waterlek zijn. Voorlopig is er nog geen schade te zien.",0,,0,0,0,0,0.00,0.00
112515122,41340159,,521,1,0,0,0,0,0.00,0.00
112578512,40907732,"ag<>agtgp voorrang van rechts",0,1,0,0,0,0,0.00,0.00
112579489,,"Civrilli Halil ZNA ",0,,0,0,0,0,0.00,0.00
112594972,40919815,,536,1,0,0,0,0,0.00,0.00
112626476,,,357,3,0,0,0,0,0.00,0.00
112633189,40950019,"Onze verzekerde reed op de Emiel Vloorstraat.
Tegenpartij was een vrachtwagen en die reed op de tegenrichting.
Tegenpartij heeft de bocht iets te kort genomen en heeft de spiegel van onze verzekeringsnemer beschadigd.

Aanrijdingsformulier is amper leesbaar.
Gegevens van de tegenpartij zijn als volgt;
Nummerplaat voertuig: WU8588 (GH Luxemburg)
Polisnummer: niet leesbaar
",0,,0,0,0,0,0.00,0.00
112658740,40969132,"waterschade van de bovenbuur(App: eig-nt.bew)",0,3,0,0,0,0,0.00,0.00
112660675,,"Klant moet uitwijken voor vrachtwagen en rijdt met zijn zijspiegel tegen spiegel van geparkeerde voertuig.",0,,0,0,0,0,0.00,0.00
112666193,,,0,,0,0,0,0,0.00,0.00
112688485,,,357,3,0,0,0,0,0.00,0.00
112688488,,,357,3,0,0,0,0,0.00,0.00
112698958,41593319,"boom VZE omgevallen zonder schade aan gebouw=> limiet in Storm tot 590,05 EUR (Abex) = nu 609,00 EUR?",0,3,0,0,0,0,0.00,0.00
112739239,41035153,"Verzekerde aangevallen door klant",0,3,0,0,0,0,0.00,0.00
112740553,,,0,,0,0,0,0,0.00,0.00
112740913,,,357,3,0,0,0,0,0.00,0.00
112763698,41055676,,339,1,0,0,0,0,0.00,0.00
112816756,41089933,"Verzekerde stond geparkeerd.
Tegenpartij rijdt onze verzekerde aan terwijl hij achteruit rijdt uit de parking.
",507,3,0,0,0,0,0.00,0.00
112829411,,,501,1,0,0,0,0,0.00,0.00
112844260,41163073,"Doordat de tegenpartij onverwacht hard moest remmen, heeft onze verzekeringsnemer een aanrijding veroorzaakt.
Er is niet echt schade zichtbaar.",501,1,0,0,0,0,0.00,0.00
112844456,,,0,,0,0,0,0,0.00,0.00
112844497,41109106,"Volgens ons is onze verzekeringsnemer in de fout.
De bestuurder is in bezit van een voorlopig rijbewijs model 36 en was alleen in de wagen op het ogenblik van het ongeval.
Maar zoals u ook kan lezen in zijn verklaring, zien we dat de bestuurder een naïeve verklaring heeft afgelegd en nog in shock was.",0,1,0,0,0,0,0.00,0.00
112857049,,"Klant rijdt weg na aanrijding omdat hij dit niet had opgemerkt",536,1,0,0,0,0,0.00,0.00
112869724,,,0,1,0,0,0,0,0.00,0.00
112870696,41126653,"Verzekeringsnemer rijdt achteruit en raakt geparkeerd voertuig.",536,1,0,0,0,0,0.00,0.00
112927492,41163067,,0,1,0,0,0,0,0.00,0.00
112993405,41206315,"Onze verzekerde rijdt uit de garage en raakt de tegenpartij met een lage snelheid.

",574,1,0,0,0,0,0.00,0.00
113002594,,"waterschade bij onderbuur",0,,0,0,0,0,0.00,0.00
113004550,41213692,"aanrijding zoon tegen geparkeerd voertuig -- AANSPRAKELIJK",536,1,0,0,0,0,0.00,0.00
113017013,41221955,"WS veroorzaakt door bovenbuur - oorzaak?Huurder uitb nt-bew",0,,0,0,0,0,0.00,0.00
113082149,41260205,"Verzekerde opende portier en fietser reed ertegen",0,1,0,0,0,0,0.00,0.00
113101012,41274655,"Aanrijding met fietser gebeurt op kruispunt van Brederodestraat en Broederminstraat.",998,,0,0,0,0,0.00,0.00
113110499,,"Vz tegen geparkeerde tp.",0,1,0,0,0,0,0.00,0.00
113111735,41283275,"Onze klant stond stil voor Panos gelegen te Mechelsesteenweg 50, 2550 Kontich om zijn materiaal uit te laden om de elektriciteitsmeters te vervangen.
Tegenpartij heeft het voertuig van onze verzekeringsnemer aangereden omdat er uit de tegenrichting een bus kwam aanrijden en de tegenpartij moest uitwijken. ",507,3,0,0,0,0,0.00,0.00
113121602,,"gasleiding beschadigd die niet reglementair lag (0,2m)plannen geraadpleegd, gasleiding niet zichtbaargraafwerken in sporthal Lembeke",0,3,0,0,0,0,0.00,0.00
113122570,,"Voertuig X staat geparkeerd of staat stil.Eenzijdige pv tp, vz achteruit tegen geparkeerde tp.",0,1,0,0,0,0,0.00,0.00
113155934,41313419,"Klant stond geparkeerd in parking van Desco WIjnegem.
Tegenpartij reed weg uit parking en heeft voertuig van verzekerde geraakt.",507,3,0,0,0,0,0.00,0.00
113156002,41313523,"RDR A40def tp rijdt tegen geparkeerd v",219,3,0,0,0,0,0.00,0.00
113160793,,"Diefstal materiaal vanuit voertuig -- NIET AANGEGEVEN",0,,0,0,0,0,0.00,0.00
113161325,41323125,"Klant stond geparkeerd.
Een onbekende tegenpartij heeft onze verzekeringsnemer aangereden en vluchtmisdrijf gepleegd.
Er zijn camera's aanwezig die de aanrijding  gefilmd zouden hebben.
",0,,0,0,0,0,0.00,0.00
113161403,41323531,,514,1,0,0,0,0,0.00,0.00
113162065,,,501,1,0,0,0,0,0.00,0.00
113162089,,"TEGEN PAAL",0,1,0,0,0,0,0.00,0.00
113162477,,"Ontwijken fietser, schade aan voertuig --- NOG AAN TE GEVEN",501,1,0,0,0,0,0.00,0.00
113164421,41333859,"Foutief maneuver van Y, dat in oorzakelijk verband staat met het ongevaltgp rijdt achteruit tegen vtg v klant",0,3,0,0,0,0,0.00,0.00
113166515,41906733,"huurderbord op kookplaat gevallen",0,,0,0,0,0,0.00,0.00
113166551,,"Verkeer in verschillende files of rijvakken. Y verandert van file.vzde zou van rijstrook op rondpunt ah veranderen zijnEAF met enkel geg bij de tp en enkel die hun handtek",0,,0,0,0,0,0.00,0.00
113167197,,"Geparkeerd en stilstaand voertuig van onze verzekeringsnemer werd aangereden door een vrachtwagen.",0,,0,0,0,0,0.00,0.00
113167729,41400711,"door hevige regen heeft vzde WS opgelopentw, eig bw",0,,0,0,0,0,0.00,0.00
113167957,41343509,"vermoeden breuk in leidingtw - eig bew",0,,0,0,0,0,0.00,0.00
113167975,41365170,"Tegenpartij rijdt klant aan.
Omdat klant niet aanwezig is, kon er geen aanrijdingsformulier ingevuld worden.
",507,3,0,0,0,0,0.00,0.00
113168503,,,0,3,0,0,0,0,0.00,0.00
113169271,,,541,3,0,0,0,0,0.00,0.00
113170871,,,998,1,0,0,0,0,0.00,0.00
113171059,,,501,1,0,0,0,0,0.00,0.00
113171643,41361585,,0,1,0,0,0,0,0.00,0.00
113172754,41365168,,574,1,0,0,0,0,0.00,0.00
113173866,,"pnr rechtsaf op kpt en tegen fietser die rechtdoor reed",0,1,0,0,0,0,0.00,0.00
113174587,,"EUROMEX --- Tegenpartij vluchtmisdrijf Boomsesteenweg 502, 2020 Antwerpen",0,,0,0,0,0,0.00,0.00
113174979,,"Tp ging parkeren - Vz passeerde",0,,0,0,0,0,0.00,0.00
113174989,,,0,,0,0,0,0,0.00,0.00
113175315,41424978,"toilet verstopt door gebarsten buisappgebouw eig nt bew a.v.v.h.",0,,0,0,0,0,0.00,0.00
113176461,41378628,,0,,0,0,0,0,0.00,0.00
113177206,,"Tegenpartij heeft onze verzekerde aangereden vanachter.
Tegenpartij heeft vakje 8 aangekruist op het aanrijdingsformulier en op het schets is dit ook duidelijk getekend.
",528,3,0,0,0,0,0.00,0.00
113177238,,"Verkeer in éénzelfde file. Y rijdt X achteraan aan.geen eigen schade - tp schade aan fietsenrek dat op vtg hong",0,1,0,0,0,0,0.00,0.00
113178429,41385843,"glasbreuk voordeurTH - huurder uitbater",0,,0,0,0,0,0.00,0.00
113179824,,,501,1,0,0,0,0,0.00,0.00
113180424,,"vluchtmisdrijf tegenpartij",0,,0,0,0,0,0.00,0.00
113180494,,"Klant heeft een aanrijding, er is geen tegenpartij.
In opdracht van de politie heeft Depannage 2000 het voertuig gesleept naar Emiel Vloorsstraat 2, 2660 Antwerpen.
Klant wenst zijn voertuig te laten herstellen bij Garage 'T Kiel gelegen te VIIde-Olympiadelaan 66, 2020 Antwerpen.
",574,1,0,0,0,0,0.00,0.00
113180596,41393745,"Het voertuig van onze verzekerde staat geparkeerd. Tegenpartij raakt de zijspiegel tijdens het voorbij rijden.",507,3,0,0,0,0,0.00,0.00
113182513,,"auto gesleept door VDC takeldienst",0,,0,0,0,0,0.00,0.00
113183100,,,574,1,0,0,0,0,0.00,0.00
113185510,41410270,"Schade aan de motor van de airconditioning (vermoedelijk ten gevolge van electriciteitsschade)",0,,0,0,0,0,0.00,0.00
113185710,41410908,"Tegenpartij rijdt onze verzekerde langs achter aan tijdens het veranderen van rijstrook.
Ten gevolge van het schadegeval heeft onze klant nekklachten.",528,3,0,0,0,0,0.00,0.00
113186092,,"Tegenpartij merkt brommer op laatste ogenblik en moest hard remmen.
Hierdoor botst onze klant op de achterzijde van de tegenpartij.",501,1,0,0,0,0,0.00,0.00
113186142,41412666,"Foutief maneuver van Y, dat in oorzakelijk verband staat met het ongevalTp ging parkeren - Vz passeerde",0,3,0,0,0,0,0.00,0.00
113186154,,"Verkeer in éénzelfde file. Y rijdt X achteraan aan.Vzn botste achterop tgp",0,1,0,0,0,0,0.00,0.00
113186677,41414788,"AZ Zeno Knokke --- vluchtmisdrijf klant ondergrondse parking",0,1,0,0,0,0,0.00,0.00
113186788,41415151,"Voertuig Y rijdt op of over de middenlijn.Vzn reed over de middellijn",0,1,0,0,0,0,0.00,0.00
113187604,,"Vluchtmisdrijf gepleegd --- rechterspiegel van tegenpartij schade",0,,0,0,0,0,0.00,0.00
113187885,41418843,"Tegenpartij reed stilstaande voertuig van verzekerde aan.
",998,,0,0,0,0,0.00,0.00
113189481,41426004,"De tegenpartij reed uit zijn rijvlak en onze verzekeringsnemer kon met moeite ontwijken.",998,3,0,0,0,0,0.00,0.00
113189803,,"EUROMEX --- Aanrijding achterkant verzekerde Klant in RECHT",0,,0,0,0,0,0.00,0.00
113190048,42741447,,998,,0,0,0,0,0.00,0.00
113190255,41428578,"Verzekerde wijkt uit om voertuig niet te raken.
Tegenpartij haalde in van links en botste tegen klant.",506,1,0,0,0,0,0.00,0.00
113202771,,"Verzekerde rijdt achterop tegenpartij",0,1,0,0,0,0,0.00,0.00
113202777,41456772,,528,3,0,0,0,0,0.00,0.00
113203003,,"klant verleende geen voorrang aan fietser",0,1,0,0,0,0,0.00,0.00
113203102,,"Diefstal uit voertuig van de verzekerde.
Werkmateriaal van de verzekerde is gestolen.",0,3,0,0,0,0,0.00,0.00
113203120,,"Werknemer van Time 2 Trans wordt uitgeleend aan een andere onderneming.
Time 2 Trans schrijft hiervoor een factuur uit, maar er is geen duidelijke overeenkomst hierin.

Werknemer van Time 2 Trans veroorzaakt een schade met het voertuig van de tegenpartij en voertuig wordt totaal verlies verklaart.
Verzekering van de tegenpartij vergoedt alle schade maar de tegenpartij dient een vrijstelling te betalen van 1800 EUR + BTW.
Deze wilt hij bij Time 2 Trans komen verhalen.

Is onze klant hierin verzekerd binnen de BA polis of dient hij deze zelf te betalen?",998,,0,0,0,0,0.00,0.00
113203804,41518932,"Glasbreuk ruit door vandalismeTH - huurder uitb nt bew",0,,0,0,0,0,0.00,0.00
113214811,41515987,"Voertuig X staat geparkeerd of staat stil.tgp reed tegen geparkeerde vze",0,3,0,0,0,0,0.00,0.00
113216058,,"Gsm van dochter is gestolen.
Er is aangifte gedaan bij politie.",0,,0,0,0,0,0.00,0.00
113216802,,,357,3,0,0,0,0,0.00,0.00
113217399,,,0,,0,0,0,0,0.00,0.00
113227963,,,0,,0,0,0,0,0.00,0.00
113228124,41545264,"schade door lek in dakhuurder uitb",0,,0,0,0,0,0.00,0.00
113228394,41551415,"Klant rijd tegenpartij aan vanachter.
Klant wenst zijn voertuig te laten herstellen.",501,1,0,0,0,0,0.00,0.00
113228664,41547012,"Klant rijdt zich vast op gazon en richt schade aan.
In bijlage kan u schrijven van de tegenpartij terugvinden.",0,1,0,0,0,0,0.00,0.00
113229128,41587200,"Door hevige regenval, waterschade in kelder (schade aan inhoud?)Tw geb eig bew - pack woning + - inhoud ok",0,,0,0,0,0,0.00,0.00
113229134,,"Door een overspanning, werkt de wasmachine van de verzekerde niet meer.",0,,0,0,0,0,0.00,0.00
113230215,41595021,"boom VZE omgevallen zonder schade aan gebouw=> limiet in Storm tot 590,05 EUR (Abex) = nu 609,00 EUR?",0,,0,0,0,0,0.00,0.00
113231505,42303737,"'S morgens merken de werknemers dat de rolluik eruit is gevlogen.
Ze plaatsen dit terug op zijn plaats maar de rolluik werk niet meer zoals het moet werken.

",0,,0,0,0,0,0.00,0.00
113237043,,,0,,0,0,0,0,0.00,0.00
113239821,,"Tijdens het rijden op de snelweg, is er door een steentje een barst ontstaan aan de koplamp.
",525,3,0,0,0,0,0.00,0.00
113249652,41619741,,501,1,0,0,0,0,0.00,0.00
113279979,41714907,"Verzekerde stond geparkeerd.
Tegenpartij rijdt voertuig verzekerde aan bij verlaten parking.",507,3,0,0,0,0,0.00,0.00
113280834,41716644,"Gevolgen storm: schade aan het dak + dakpannen + veluxraamTW - eig bew",0,,0,0,0,0,0.00,0.00
113282174,,,357,3,0,0,0,0,0.00,0.00
113285324,,"Stormschade: beschadigde dak + gevallen en gebroken dakpannen 
Insijpeling water door de muren

",342,,0,0,0,0,0.00,0.00
113285556,41730030,"Voertuig van de klant stond geparkeerd; schade aan het koetswerk.
Tegenpartij onbekend",0,3,0,0,0,0,0.00,0.00
113288156,,"stormschade (geen dekking vanwege schorsing polis)",0,,0,0,0,0,0.00,0.00
113298657,,"zie foto, tegenpartij kwam over de witte lijn gereden van het vak vanverzekerde",339,,0,0,0,0,0.00,0.00
113299308,,"Diefstal uit voertuig met glasbraak ",383,,0,0,0,0,0.00,0.00
113299342,,"De verzekerde heeft op 7 februari 2022 per vergissing Adblue getankt in de gewone tankruimte van zijn camionette. 
Zijn camionette is van de tankstation naar garage Yilmaz getakeld en is daar hersteld.
",0,1,0,0,0,0,0.00,0.00
113299512,42894641,"Tegenpartij rijdt verzekerde aan op de achterzijde.",528,3,0,0,0,0,0.00,0.00
113310828,,,357,3,0,0,0,0,0.00,0.00
113321691,,"02 678 91 03
NR Legal Village",998,,0,0,0,0,0.00,0.00
113321934,41893818,"Klant heeft schade door aanrijding met parkeersteen --- (NOG NIET AANGEGEVEN)",0,,0,0,0,0,0.00,0.00
113323024,,,998,,0,0,0,0,0.00,0.00
113323749,,,583,2,0,0,0,0,0.00,0.00
113324758,41904211,"vzde rijdt tegen paal",0,1,0,0,0,0,0.00,0.00
113325468,41906637,"Aanrijding aan geparkeerde voertuig van verzekerde",507,3,0,1,0,0,0.00,0.00
113325636,,"Terwijl onze klant wegreed uit de parking, deed de tegenpartij zijn portier open.
Hierdoor heeft onze klant schade aan de rechter achterzijde van zijn voertuig.
Klant reed vooruit dus is het onmogelijk dat onze klant hier de tegenpartij zou aanrijden.
",574,1,0,0,0,0,0.00,0.00
113325993,41909079,"Bij het verlaten van de carwash gelegen te Oudesteenweg 97, 2060 Antwerpen, rijdt de klant tegen de muur omdat het een smalle uitgang heeft.
Er is geen tegenpartij, klant wenst voertuig te laten herstellen via de omnium-dekking",516,1,0,0,0,0,0.00,0.00
113326698,42039469,"Onze klant reed rechtdoor op de weg, tegenpartij voert manoeuvre uit en rijdt onze klant aan.
",586,3,0,0,0,0,0.00,0.00
113326728,42053091,"tw -dakpannen gevallen",0,,0,0,0,0,0.00,0.00
113337799,42017932,,574,1,0,0,0,0,0.00,0.00
113338137,42041395,"TW eig bewonerstormschade dak",0,,0,0,0,0,0.00,0.00
113348790,,"Tijdens het vervoeren van een pallet, heeft onze verzekeringsnemer deze laten vallen en is er schade ontstaan.
In bijlage kan u het mailverkeer terugvinden tussen de klant en de aannemer.",0,,0,0,0,0,0.00,0.00
113349597,,"fiets gevallen op voertuig klant",0,,0,0,0,0,0.00,0.00
113350059,42042759,"Foutief maneuver van Y, dat in oorzakelijk verband staat met het ongevalTegenpartij reed achteruit tegen vtg klant",0,3,0,0,0,0,0.00,0.00
113350867,,,998,,0,0,0,0,0.00,0.00
113353119,,"Voertuig X staat geparkeerd of staat stil.tgp botst tegen geparkeerde vn",0,3,0,0,0,0,0.00,0.00
113363844,44909213,,339,,0,0,0,0,0.00,0.00
113374491,,"Er is diefstal gepleegd.
De tegenpartij heeft 640 EUR gestolen uit de kassa.",383,,0,0,0,0,0.00,0.00
113386314,,"EUROMEX --- Vluchtmisdrijf tegenpartij --- Klant in recht",0,,0,0,0,0,0.00,0.00
113386536,42122751,"Klant deed portier open en een voorbijrijdende fietser reed tegen portier van de verzekerde.",519,1,0,0,0,0,0.00,0.00
113387373,42139867,"Tegenpartij rijdt achteruit en voert manoeuvre uit om te parkeren.
Klant staat stil en wordt aangereden.",573,3,0,0,0,0,0.00,0.00
113387650,42139948,"Tijdens het uitvoeren van een manoeuvre, raakt de verzekerde voertuig van de tegenpartij.",536,1,0,0,0,0,0.00,0.00
113387749,,,998,,0,0,0,0,0.00,0.00
113387892,42148173,"lek bij buren heeft waterschade bij klant veroorzaaktth, eig nt uitb",0,,0,0,0,0,0.00,0.00
113388612,42143073,,541,3,0,0,0,0,0.00,0.00
113390133,43180469,"BTL : TP1=Estland botst op achterzijde VN, hierdoor VN Tegen TP2",219,1,0,0,0,0,0.00,0.00
113394423,,GLASBREUK,0,1,0,0,0,0,0.00,0.00
113394426,,"Verkeer in éénzelfde file. Y rijdt X achteraan aan.Vzk reed achteraan in op Tgp.",0,1,0,0,0,0,0.00,0.00
113394460,42171297,"Onze verzekerde stond geparkeerd.
De tegenpartij heeft onze verzekerde aangereden tijdens het verlaten van de parking.
Schadegeval is gebeurt ter hoogte van Brederodetsraat 135, 2018 Antwerpen",573,3,0,0,0,0,0.00,0.00
113394570,,"EUROMEX --- Vrachtwagen rijdt klant aan en klant rijdt voorligger aan",0,,0,0,0,0,0.00,0.00
113395680,42180516,"schimmelvorming - oorz?huurder",0,3,0,0,0,0,0.00,0.00
113397867,,,0,,0,0,0,0,0.00,0.00
113398059,42209472,"Tijdens het werken, veroorzaakt de klant brandschade.
Brandweer en politie zijn ter plaatse gekomen om de schade onder controle te houden.",0,,0,0,0,0,0.00,0.00
113398676,42197564,"lekkende wasmachine met gevolgschade aan murenTh geb eig niet uitbaterafst van verhaal tov uitbater",0,,0,0,0,0,0.00,0.00
113398874,42197295,"barst kookplaat - gedeeltelijke huurderpack w&a+",0,,0,0,0,0,0.00,0.00
113399184,42185006,"Aanrijdijg geparkeerd tgp",536,1,0,0,0,0,0.00,0.00
113400792,42203682,"Onze verzekerde heeft met zijn pinker aangegeven om van rijstrook te veranderen, maar de tegenpartij merkt onze verzekerde niet op en rijdt onze verzekerde links achteraan aan.
De verzekerde heeft in het Turks zijn verklaring genoteerd, hieronder kan u de vertaling van opmerking terugvinden;
""Ik heb met mijn pinker aangegeven en nadien ben ik van rijstrook veranderd. Er was voldoende ruimte, maar de tegenpartij is niet vertraagd. Ik vermoed dat hij met zijn gsm bezig was.""",521,1,0,0,0,0,0.00,0.00
113401728,42202479,"Foutief maneuver van Y, dat in oorzakelijk verband staat met het ongevalVzn reed achteruit uit parkeerplaats",0,1,0,0,0,0,0.00,0.00
113401883,42202922,"Klant reed op de Belgiëlei.
Tegenpartij kwam van links van de Mercatorstraat.
De tegenpartij diende onze verzekerde voorrang te verlenen",578,3,0,0,0,0,0.00,0.00
113402366,42207096,"Door een nagel, is er schade aan de velg veroorzaakt.
De vervanger van de band Profile Car & Tyreservice Antwerpen, heeft aan de verzekerde gezegd dat de velg schade heeft opgelopen en dat deze dient vervangen te worden.
In bijlage kan u aankoopfactuur van de velg terugvinden.",516,1,0,0,0,0,0.00,0.00
113402370,,"EUROMEX --- Klant verandert van rijstrook, tegenpartij rijdt klant aan",0,,0,0,0,0,0.00,0.00
113404716,,"Tegenpartij is een fietser.
De tegenpartij rijdt onze verzekerde aan en veroorzaakt schade aan de zijspiegel.
Gegevens tegenpartij;
Naam: JASPERSE Laurens
Gsm: 0497 349 178",0,3,0,0,0,0,0.00,0.00
113406615,,"Tijdens het inladen van werkmateriaal heeft vze schade aangericht aan de poort van magazijn - vze reed achteruit terwijlde poort aan het sluiten was",0,,0,0,0,0,0.00,0.00
113406669,,"Voertuig X staat geparkeerd of staat stil.vze zou tegen geparkeerd vtg tgp gereden zijn ( explicitiete ontkenning)",0,,0,0,0,0,0.00,0.00
113406714,,"Voertuig X staat geparkeerd of staat stil.vz tegen gepark derde? betwist",0,,0,0,0,0,0.00,0.00
113407665,,"zoon vzn heeft per ongeluk bal in gezicht dochter tp getrapt(bril beschadigd)",0,,0,0,0,0,0.00,0.00
113408339,,"Dagvaarding klant wegens het gebruik van een draagbare telefoon op de openbare weg",0,3,0,0,0,0,0.00,0.00
113409708,43612935,"Voertuig X staat geparkeerd of staat stil.Tgp zou tegen geparkeerd vtg van onze vzk gereden zijn.Volgens tgp reed vzk tegen hun geparkeerd vtg.",339,1,0,0,0,0,0.00,0.00
113410190,43441411,,574,1,0,0,0,0,0.00,0.00
113410389,,,574,1,0,0,0,0,0.00,0.00
113410944,,,0,,0,0,0,0,0.00,0.00
113411055,42831072,"Onze verzekerde stopte om voorrang te verlenen aan passerende fietsers.
Tegenpartij botst op achterzijde van onze klant.",528,3,0,0,0,0,0.00,0.00
113411337,42235817,,501,1,0,0,0,0,0.00,0.00
113411604,,"Klant botst op achterzijde tegenpartij.",574,1,0,0,0,0,0.00,0.00
113411810,,"tgp reed verz achteraan aan",0,3,0,0,0,0,0.00,0.00
113411885,,"schade voertuig tijdens herstelling voertuig",0,,0,0,0,0,0.00,0.00
113412777,,"Onze verzekerde stond stil voor rood licht.
De tegenpartij botst op achterzijde van de verzekerde waardoor onze verzekerde zijn voorligger heeft geraakt.",528,3,0,0,0,0,0.00,0.00
113414945,42310788,"Door hevige regen op datum 19 mei 2022, heeft klant schade opgelopen.
Aan het dak van het gehuurde pand, zou er een lek zijn.
Deze is aangegeven aan de verhuurder, maar onze verzekerde heeft wel schade aan zijn inhoud.
",0,,0,0,0,0,0.00,0.00
113414964,,"Door hevige stormweer, heeft verzekerde schade aan zijn voertuig.",342,3,0,0,0,0,0.00,0.00
113415447,,"waterschade door de buren ""de Schatkist"" --- nog aan te geven",0,,0,0,0,0,0.00,0.00
113415671,,"schade tuinafscherming ",0,,0,0,0,0,0.00,0.00
113418288,,"Tegenpartij hield een derde voertuig in en kon niet op tijd stoppen om voorrang te verlenen aan onze verzekerde.
Verzekerde komt van rechts, dus hij had hier voorrang.",998,3,0,0,0,0,0.00,0.00
113418348,42274091,"Verzekerde stond geparkeerd.
Tegenpartij rijdt verzekerde aan tijdens verlaten parking.",507,3,0,0,0,0,0.00,0.00
113418360,,"Voertuig Y rijdt op of over de middenlijn.vzde rijdt over middenlijn uit tegengestelde richting",0,1,0,0,0,0,0.00,0.00
113419301,42273137,"inbraak + gestolen voorwerpenth, huur uit bw",383,,0,0,0,0,0.00,0.00
113419722,,"Verzekerde botste op achterzijde voor tegenpartij",501,1,0,0,0,0,0.00,0.00
113419724,,"Rijdt geparkeerde voertuig aan",536,1,0,0,0,0,0.00,0.00
113420324,42281409,"Tegenpartij botste op achterzijde van verzekerde.
",533,3,0,0,0,0,0.00,0.00
113421344,,,0,,0,0,0,0,0.00,0.00
113421861,,"Tijdens schilderwerken is een ladder van VN op het voertuigvan de tegenpartij gevallen",0,,0,0,0,0,0.00,0.00
113422038,42282573,"inhoud beschadgid door hevige regenvalTW - hu uitb nbw",0,,0,0,0,0,0.00,0.00
113422491,,,0,,0,0,0,0,0.00,0.00
113422500,,"Voertuig X staat geparkeerd of staat stil.tgp tegen geparkeerd vtg vzn gereden.",0,3,0,0,0,0,0.00,0.00
113422685,42285185,"Inbraakschade deurTH - eig nt uitb",383,,0,0,0,0,0.00,0.00
113423868,,"EUROMEX Schade Belgiëlei Adem Gun --- In Recht",0,,0,0,0,0,0.00,0.00
113424255,,Glasbraak,357,3,0,0,0,0,0.00,0.00
113426205,,"geschil met Alpha Credit",998,,0,0,0,0,0.00,0.00
113426825,,"Schade bij buur - NIET AANGEGEVEN",0,,0,0,0,0,0.00,0.00
113426909,,"Sleping voertuig",0,,0,0,0,0,0.00,0.00
113428173,,,998,,0,0,0,0,0.00,0.00
113428461,42305645,,998,1,0,0,0,0,0.00,0.00
113428467,,"boorschade aan adres: JAN VAN PUYENBROECKLAAN 93 2900 Schoten (nog niet aangeven)",0,,0,0,0,0,0.00,0.00
113428848,,"Klant rijdt achteruit en raakt tegenpartij",0,,0,0,0,0,0.00,0.00
113429481,42304293,"Klant rijdt tegenpartij aan langs achter",339,1,0,0,0,0,0.00,0.00
113429829,,,0,,0,0,0,0,0.00,0.00
113429880,42305628,"tpt botst tegen poort vzeEig uitb nt bew9201 eig uitb nt bew",0,,0,0,0,0,0.00,0.00
113430116,,"Voertuig X staat geparkeerd of staat stil.V RAAKT GEP WAGEN DERDE",0,1,0,0,0,0,0.00,0.00
113430386,42312296,"Ex-werknemer heeft een slagboom beschadigd.",0,1,0,0,0,0,0.00,0.00
113432244,,"Herstelling voorruit",0,1,0,0,0,0,0.00,0.00
113432438,,"Klant heeft schade zelf vergoed",0,,0,0,0,0,0.00,0.00
113434245,,"Tegenpartij veranderd van rijstrook en rijdt onze verzekerde aan.
Op de foto's is duidelijk te zien dat de tegenpartij de zijkant van onze verzekerde aanrijdt.
Opmerking van onze klant is door de tegenpartij genoteerd, deze is niet door de verzekerde zelf geschreven.
Omdat de verzekerde geen Nederlands spreekt, heeft de tegenpartij dit misbruikt.
U kan zien dat beide opmerkingen door dezelfde persoon is genoteerd door de handschrift. ",0,3,0,0,0,0,0.00,0.00
113435748,,,574,1,0,0,0,0,0.00,0.00
113436420,42331017,,0,1,0,0,0,0,0.00,0.00
113436449,,,501,1,0,0,0,0,0.00,0.00
113436635,42331023,"Klant heeft ongeval gehad in Turkije.
Klant reed op zijn weg, tegenpartij voert manoeuvre uit en raakt onze klant.
Voertuig van verzekerde wordt momenteel hersteld in Turkije, van zodra wij meer informatie hiervan hebben, gaan we dit bezorgen.
",585,3,0,0,0,0,0.00,0.00
113439275,43558212,"Klant werkt in onderaanneming van Fluvius. Er zou schade zijn aan de toestellen van de eindklant vermoedelijk door een verkeerdelijke aansluiting aan de scheider. Echter stelt Fluvius onze klant aansprakelijk, waarbij de klant dit niet aanvaardt, doordat de technieker niet de bevoegdheid en materiaal heeft om aan de scheider te werken. Ik bezorg u het mailverkeer van de klant met de aannemer in bijlage",998,3,0,0,0,0,0.00,0.00
113439668,,"verzekerde stond geparkeerd --- in recht --- EUROMEX",0,,0,0,0,0,0.00,0.00
113439918,,"Verkeer in verschillende files of rijvakken. Y verandert van file.tgp zou de pas afgesneden hebben van vzde => eenzijdige aangifte en geen pv en geen getuigen",0,,0,0,0,0,0.00,0.00
113440286,,"ster in de voorruit",357,3,0,0,0,0,0.00,0.00
113440847,,"Voertuig X staat geparkeerd of staat stil.tp reed achteruit tegen het geparkeerde vtg vzd",0,3,0,0,0,0,0.00,0.00
113441076,42340521,"Klant rijdt op achterzijde voorliggend voertuig op de rotonde, doordat tegenpartij plots stopte om voorrang te verlenen aan fietser.",501,1,0,0,0,0,0.00,0.00
113441736,,,501,1,0,0,0,0,0.00,0.00
113442075,42360192,"tegenpartij schade postbus --- vluchtmisdrijf",0,1,0,0,0,0,0.00,0.00
